name,level,status,province,district,division,location,constituency,county,email,latitude,longitude
KAMOKONO PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,KIMONING,UASIN GISHU,,0.59,35.45
TOROR PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,KESSES,ELDORET SOUTH,TARAKWA,UASIN GISHU,,0.18,35.45
NGOMWET PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,BOMET CENTRAL,BOMET,CHESOEN,UASIN GISHU,,-0.69,35.3
LKILORITI PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,SAMBURU,LORROKI,SAMBURU WEST,BAAWA,SAMBURU,,1,36.79
CHEBURBUR PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,KIMONING,UASIN GISHU,,0.61,35.45
SACHANGWAN PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,SOTIK,SOTIK,MUTARAKWA,NYANDARUA,,-0.77,35.28
KORIOMAT PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,KESSES,ELDORET SOUTH,TARAKWA,UASIN GISHU,,0.16,35.47
KOILUGET PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,KESSES,ELDORET SOUTH,TARAKWA,UASIN GISHU,,0.24,35.42
LULUSIK PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,SOTIK,SOTIK,MUTARAKWA,NYANDARUA,,-0.76,35.27
TARAKWA PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,KESSES,ELDORET SOUTH,TARAKWA,UASIN GISHU,,0.27,35.39
DAVSTAR ACADEMY PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,SOTIK,SOTIK,MUTARAKWA,NYANDARUA,,-0.77,35.27
TARAKWA PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,SOTIK,SOTIK,MUTARAKWA,NYANDARUA,,-0.77,35.25
KAPKOI PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,KESSES,ELDORET SOUTH,TARAKWA,UASIN GISHU,,0.29,35.38
CHELALANG PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,KIMONING,UASIN GISHU,,0.62,35.43
NGAMATA PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,SAMBURU,LORROKI,SAMBURU WEST,KISIMA,SAMBURU,,0.97,36.83
SOIN PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,KIMONING,UASIN GISHU,,0.63,35.42
CHEBULU PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,SOTIK,SOTIK,MUTARAKWA,NYANDARUA,,-0.76,35.24
KERITA KOSYIN PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,KESSES,ELDORET SOUTH,KAPKOI,UASIN GISHU,,0.32,35.38
NAIBORKEJU PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,SAMBURU,LORROKI,SAMBURU WEST,KISIMA,SAMBURU,,0.94,36.82
DAY STAR ACADEMY PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,KIMONING,UASIN GISHU,,0.55,35.33
CHEBOLE PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,SOTIK,SOTIK,TARAKWA,UASIN GISHU,,-0.74,35.21
LPETPET PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,SAMBURU,LORROKI,SAMBURU WEST,KISIMA,SAMBURU,,0.91,36.81
CHEBII PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,KESSES,ELDORET SOUTH,KAPKOI,UASIN GISHU,,0.34,35.36
GETHSEMAN CHRISTIAN PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,KOITOROR,NANDI,,0.56,35.33
MOSOP MISSION PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,SOTIK,SOTIK,KIPTULWA,NANDI,,-0.74,35.21
LOLTULELEI PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,SAMBURU,LORROKI,SAMBURU WEST,LODOKEJEK,SAMBURU,,0.88,36.84
KAPTUKTUK PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,KOITOROR,NANDI,,0.54,35.35
CHEPTIRET PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,KESSES,ELDORET SOUTH,KAPKOI,UASIN GISHU,,0.35,35.36
ROYAL ACADEMY PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,KESSES,ELDORET SOUTH,CHEPTIRET,UASIN GISHU,,0.36,35.35
KAMUREITO PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,SOTIK,SOTIK,KIPTULWA,NANDI,,-0.74,35.19
MOGUNDOI PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,KESSES,ELDORET SOUTH,CHEPTIRET,UASIN GISHU,,0.38,35.34
KAPCHEPKOSIOM PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,SOTIK,SOTIK,KIPTULWA,NANDI,,-0.74,35.17
BRIGHT STAR ACADEMY PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,SERGOIT,UASIN GISHU,,0.57,35.34
KANUSIN PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,SOTIK,SOTIK,KANUSIN,BARINGO,,-0.78,35.21
LODOKEJEK PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,SAMBURU,LORROKI,SAMBURU WEST,LODOKEJEK,SAMBURU,,0.85,36.86
MOGUNDOI SPECIAL UNIT,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,KESSES,ELDORET SOUTH,CHEPTIRET,UASIN GISHU,,0.38,35.34
LODOKEJEK SPECIAL UNIT,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,SAMBURU,LORROKI,SAMBURU WEST,LODOKEJEK,SAMBURU,,0.85,36.86
CHEMALUK PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,SERGOIT,UASIN GISHU,,0.57,35.33
KIPTERGEKYAN PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,SOTIK,SOTIK,MUTARAKWA,NYANDARUA,,-0.75,35.24
CHESEGEM PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,KESSES,ELDORET SOUTH,CHEPTIRET,UASIN GISHU,,0.4,35.33
LELIT PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,SERGOIT,UASIN GISHU,,0.59,35.34
NACHOLA PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,SAMBURU,BARAGOI,SAMBURU WEST,NACHOLA,SAMBURU,,1.8,36.7
NGERIA WEST ACADEMY PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,KESSES,ELDORET SOUTH,CHEPTIRET,UASIN GISHU,,0.4,35.32
MUTARAKWA HIGHWAY ACADEMY PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,SOTIK,SOTIK,MUTARAKWA,NYANDARUA,,-0.76,35.24
SOSIOT PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,SERGOIT,UASIN GISHU,,0.61,35.32
NALING'ANG'OR PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,SAMBURU,BARAGOI,SAMBURU WEST,BARAGOI,SAMBURU,,1.78,36.77
SIMOTWET PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,SERGOIT,UASIN GISHU,,0.6,35.36
BARAGOI PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,SAMBURU,BARAGOI,SAMBURU WEST,BARAGOI,SAMBURU,,1.79,36.79
DIAMOND ACADEMY PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,KESSES,ELDORET SOUTH,CHEPTIRET,UASIN GISHU,,0.4,35.32
NGENDALEL PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,SOTIK,SOTIK,KIPTULWA,NANDI,,-0.74,35.15
SERGOIT PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,KIMONING,UASIN GISHU,,0.61,35.39
BENDERA PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,SAMBURU,BARAGOI,SAMBURU WEST,BARAGOI,SAMBURU,,1.79,36.81
CHEMARMAR PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,SERGOIT,UASIN GISHU,,0.65,35.43
LELDOK PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,SOTIK,SOTIK,KIPTULWA,NANDI,,-0.74,35.12
SIMITI PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,SAMBURU,BARAGOI,SAMBURU WEST,ELBARTA,SAMBURU,,1.66,36.96
DAYTON ACADEMY PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,KESSES,ELDORET SOUTH,CHEPTIRET,UASIN GISHU,,0.42,35.31
SUNVIEW ACADEMY PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,SERGOIT,UASIN GISHU,,0.58,35.34
URAH PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,SAMBURU,NYIRO,SAMBURU WEST,NDOTO,SAMBURU,,1.75,37.08
CHEPLOSGEI PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,KESSES,ELDORET SOUTH,CHEPTIRET,UASIN GISHU,,0.43,35.31
REHEMA PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,KESSES,ELDORET EAST,SERGOIT,UASIN GISHU,,0.45,35.33
KAPKURES PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,SOTIK,SOTIK,KIPTULWA,NANDI,,-0.75,35.14
SERERIT PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,SAMBURU,NYIRO,SAMBURU WEST,LATAKWENY,SAMBURU,,1.67,37.16
ST MATHEW'S PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,KESSES,ELDORET EAST,KESSES,UASIN GISHU,,0.43,35.34
ROCK MIRROR ACADEMY PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,KESSES,ELDORET SOUTH,CHEPTIRET,UASIN GISHU,,0.45,35.32
KAPKURES SACHANGWAN ACA. PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,SOTIK,SOTIK,KIPTULWA,NANDI,,-0.75,35.13
LOIKUMKUM PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,SAMBURU,NYIRO,SAMBURU WEST,LATAKWENY,SAMBURU,,1.65,37.11
KERINGET PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,KESSES,ELDORET SOUTH,KIPCHAMO,NANDI,,0.44,35.36
KOITEBES PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,KESSES,ELDORET SOUTH,KAPKOI,UASIN GISHU,,0.29,35.41
CHEMOGOI PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,SOTIK,SOTIK,KIPTULWA,NANDI,,-0.77,35.14
LATAKWENY PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,SAMBURU,NYIRO,SAMBURU WEST,LATAKWENY,SAMBURU,,1.55,37.1
LELEK PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,AINABKOI,ELDORET EAST,KIPKABUS,UASIN GISHU,,0.29,35.44
KAAA ACADEMY OF HOPE PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,KESSES,ELDORET SOUTH,KIPCHAMO,NANDI,,0.44,35.36
KINYELWET PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,SOTIK,SOTIK,KIPTULWA,NANDI,,-0.77,35.15
MASIKITA PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,SAMBURU,BARAGOI,SAMBURU WEST,ELBARTA,SAMBURU,,1.61,36.94
CHELUGUI PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,AINABKOI,ELDORET EAST,KIPKABUS,UASIN GISHU,,0.31,35.43
MOGOCHORET PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,KESSES,ELDORET SOUTH,KIPCHAMO,NANDI,,0.42,35.37
KING OFKINGS PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,SOTIK,SOTIK,KIPTULWA,NANDI,,-0.77,35.15
BAHARINI PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,AINABKOI,ELDORET EAST,KIPKUBUS,ELGEYO/MARAKWET,,0.31,35.45
LENGUT PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,KESSES,ELDORET SOUTH,KIPCHAMO,NANDI,,0.41,35.39
LOODUA PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,SAMBURU,NYIRO,SAMBURU WEST,NDOTO,SAMBURU,,1.72,37.01
KURYOT PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,SOTIK,SOTIK,KIPTULWA,NANDI,,-0.73,35.14
BAHARINI SPECIAL UNIT,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,AINABKOI,ELDORET EAST,KIPKUBUS,ELGEYO/MARAKWET,,0.31,35.45
KIPTULWA PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,SOTIK,SOTIK,KIPTULWA,NANDI,,-0.77,35.18
KERITA PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,KESSES,ELDORET SOUTH,KAPKOI,UASIN GISHU,,0.33,35.4
TANGAR PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,SAMBURU,NYIRO,SAMBURU WEST,NDOTO,SAMBURU,,1.75,36.98
NGATIT PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,KESSES,ELDORET SOUTH,CHEPKERO,UASIN GISHU,,0.4,35.41
CHEBOET PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,SOTIK,SOTIK,KIPTULWA,NANDI,,-0.77,35.17
SONGICH PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,AINABKOI,ELDORET EAST,KIPKUBUS,ELGEYO/MARAKWET,,0.33,35.41
KAMESWON PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,SOTIK,SOTIK,KIPTULWA,NANDI,,-0.78,35.19
SIRWO PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,AINABKOI,ELDORET EAST,KIPKUBUS,ELGEYO/MARAKWET,,0.33,35.43
LESIRIKAN PRE SCHOOL,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,SAMBURU,NYIRO,SAMBURU WEST,NDOTO,SAMBURU,,1.79,36.97
KILEGES PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,KESSES,ELDORET SOUTH,CHEPTIRET,UASIN GISHU,,0.39,35.4
SUGURUSIEK PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,SOTIK,SOTIK,KIPTULWA,NANDI,,-0.73,35.2
KABORE PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,AINABKOI,ELDORET EAST,KIPKUBUS,ELGEYO/MARAKWET,,0.32,35.49
NGILAI PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,SAMBURU,BARAGOI,SAMBURU WEST,ELBARTA,SAMBURU,,1.78,36.85
MOGIOBICH PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,KESSES,ELDORET SOUTH,CHEPTIRET,UASIN GISHU,,0.39,35.38
KIPSONOI PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,SOTIK,SOTIK,KIPTULWA,NANDI,,-0.71,35.22
LELTOT PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,AINABKOI,ELDORET EAST,KIPKUBUS,ELGEYO/MARAKWET,,0.3,35.47
KIPKETII PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,SOTIK,SOTIK,KIPTULWA,NANDI,,-0.71,35.24
KIPKABUS UPPER PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,AINABKOI,ELDORET EAST,KIPKUBUS,ELGEYO/MARAKWET,,0.29,35.5
NATITI PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,SAMBURU,BARAGOI,SAMBURU WEST,BARAGOI,SAMBURU,,1.8,36.77
ROT - TUGA PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,KESSES,ELDORET SOUTH,CHEPTIRET,UASIN GISHU,,0.36,35.41
CHOROROITA PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,SOTIK,SOTIK,KIPTULWA,NANDI,,-0.74,35.23
CHEPKURMUM PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,AINABKOI,ELDORET EAST,CHEPNG'OROR,NANDI,,0.27,35.48
CHARDA PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,SAMBURU,BARAGOI,SAMBURU WEST,MARTI,SAMBURU,,1.59,36.72
KAPTUMO PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,KESSES,ELDORET SOUTH,KAPKOI,UASIN GISHU,,0.35,35.4
NYAGAA PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,SOTIK,SOTIK,MUTARAKWA,NYANDARUA,,-0.75,35.25
USALAMA PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,AINABKOI,ELDORET EAST,CHEPNG'OROR,NANDI,,0.27,35.47
MARTI PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,SAMBURU,BARAGOI,SAMBURU WEST,MARTI,SAMBURU,,1.48,36.72
LELDAET PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,SOTIK,SOTIK,MUTARAKWA,NYANDARUA,,-0.73,35.27
CHUCHUNIAT PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,KESSES,ELDORET SOUTH,KAPKOI,UASIN GISHU,,0.36,35.38
CENTRAL PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,CHEPKOILEL,NANDI,,0.52,35.28
KOIBEY LELDAET ACADEMY PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,SOTIK,SOTIK,MUTARAKWA,NYANDARUA,,-0.73,35.28
SEIYO PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,KESSES,ELDORET SOUTH,CHEPTIRET,UASIN GISHU,,0.37,35.37
CENTRAL SPECIAL UNIT PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,CHEPKOILEL,NANDI,,0.52,35.28
SEIYO SPECIAL UNIT,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,KESSES,ELDORET SOUTH,CHEPTIRET,UASIN GISHU,,0.37,35.37
MUIYWEK PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,SOTIK,SOTIK,MUTARAKWA,NYANDARUA,,-0.75,35.28
QUEEN OF ANGELS PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,CHEPKOILEL,NANDI,,0.53,35.28
CHEMENEI PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,KESSES,ELDORET SOUTH,CHEPTIRET,UASIN GISHU,,0.37,35.35
PRESBYTERIAN ABUNDANT HOPE PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,SOY,ELDORET EAST,KIBULGENY,NANDI,,0.53,35.28
CHINGONDI PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,SOTIK,SOTIK,MUTARAKWA,NYANDARUA,,-0.75,35.3
MURGOR PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,KESSES,ELDORET SOUTH,KESSES,UASIN GISHU,,0.3,35.33
ELDORET RALPHA EDUCATION CENTRE PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,SOY,ELDORET EAST,KIBULGENY,NANDI,,0.53,35.28
GK PRISON PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,CHEPKOILEL,NANDI,,0.53,35.29
EBENEZER ACADEMY PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,KESSES,ELDORET SOUTH,KESSES,UASIN GISHU,,0.3,35.33
KIPSIWON PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,SOTIK,SOTIK,MUTARAKWA,NYANDARUA,,-0.76,35.3
JERUSALEM PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,CHEPKOILEL,NANDI,,0.54,35.29
CHEPKOIYA PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,KESSES,ELDORET EAST,KESSES,UASIN GISHU,,0.29,35.32
OLDOBACH PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,SOTIK,SOTIK,MUTARAKWA,NYANDARUA,,-0.77,35.23
THE EAGLE PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,CHEPKOILEL,NANDI,,0.55,35.3
SOLACE ACADEMY PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,KESSES,ELDORET SOUTH,KESSES,UASIN GISHU,,0.29,35.29
AIC CHEBAIYWO PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,KESSES,ELDORET SOUTH,KESSES,UASIN GISHU,,0.29,35.28
JACKSON MAIYO PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,CHEPKOILEL,NANDI,,0.57,35.28
KAPLES PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,KESSES,ELDORET SOUTH,KESSES,UASIN GISHU,,0.28,35.28
JIRETH MOUNT PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,CHEPKOILEL,NANDI,,0.56,35.3
CHESUNET PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,KESSES,ELDORET SOUTH,KESSES,UASIN GISHU,,0.25,35.28
DESTINY CHILD CENTRE PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,CHEPKOILEL,NANDI,,0.56,35.3
TULWOPNYETUNY PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,KESSES,ELDORET SOUTH,KESSES,UASIN GISHU,,0.28,35.27
KIMUMU PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,CHEPKOILEL,NANDI,,0.56,35.3
MOI UNIVERSITY PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,KESSES,ELDORET SOUTH,KESSES,UASIN GISHU,,0.29,35.28
HIGHLANDS PLATEAU PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,CHEPKOILEL,NANDI,,0.56,35.31
NGERIA PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,KESSES,ELDORET SOUTH,KESSES,UASIN GISHU,,0.3,35.27
LARY ACADEMY PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,CHEPKOILEL,NANDI,,0.57,35.29
LEKETET PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,KESSES,ELDORET SOUTH,KESSES,UASIN GISHU,,0.3,35.26
MOI MARULA PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,CHEPKOILEL,NANDI,,0.58,35.31
KOSIRAI PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,KESSES,ELDORET SOUTH,MEGUN,NANDI,,0.32,35.24
MOMONIAT PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,KESSES,ELDORET SOUTH,MEGUN,NANDI,,0.33,35.25
MOI UNIVERSITY CHEPKOILEL PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,CHEPKOILEL,NANDI,,0.58,35.31
ST CATHERINE PRI KIMUMU SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,KIMUMU,NANDI,,0.56,35.31
BETHAMY ACADEMY PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,KESSES,ELDORET SOUTH,MEGUN,NANDI,,0.32,35.26
EXCEL ACADEMY PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,KIMUMU,NANDI,,0.55,35.32
HAPPY TIMES PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,KIMUMU,NANDI,,0.56,35.32
CHEBAROS PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,KIMUMU,NANDI,,0.54,35.32
