name,level,status,province,district,division,location,constituency,county,email,latitude,longitude
FASHODA REFUGEE CAMP PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TURKANA,KAKUMA,TURKANA NORTH,KAKUMA,TURKANA,,3.73,34.84
RAJAF PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TURKANA,KAKUMA,TURKANA NORTH,KAKUMA,TURKANA,,3.73,34.84
BHAR-EL-NAAM GIRLS PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TURKANA,KAKUMA,TURKANA NORTH,KAKUMA,TURKANA,,3.73,34.84
JEBEL MARRA PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TURKANA,KAKUMA,TURKANA NORTH,KAKUMA,TURKANA,,3.73,34.84
UNITY PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TURKANA,KAKUMA,TURKANA NORTH,KAKUMA,TURKANA,,3.73,34.85
AIC CATHEDRAL SCHOOL,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,NAKURU,GILGIL,NAIVASHA,GILGIL,NAKURU,,-0.51,36.32
GLOBAL SEED ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TURKANA,LOKICHOGGIO,TURKANA NORTH,LOKICHOGGIO,TURKANA,,4.21,34.36
LOKI LIGHT ACADEMY,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TURKANA,LOKICHOGGIO,TURKANA NORTH,LOKICHOGGIO,TURKANA,,4.21,34.36
THE CHARIOT PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,CHEPKEMEL,NANDI,,0.56,35.32
FREDAN ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,CHEPKOILEL,NANDI,,0.55,35.31
THE PROMISE ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,KIMUMU,NANDI,,0.55,35.31
ELDOROCK ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,CHEPKOILEL,NANDI,,0.54,35.3
ELDORET ADVENTIST PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,SOY,ELDORET NORTH,KIBULGENY,NANDI,,0.53,35.26
OUR LADY OF ASSUMPTION PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,SOY,ELDORET NORTH,KIBULGENY,NANDI,,0.54,35.26
ELDORET CHILDRENS RESCUE CENTRE PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,SOY,ELDORET NORTH,KIBULGENY,NANDI,,0.54,35.26
RHEMA ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,SOY,ELDORET NORTH,KIBULGENY,NANDI,,0.53,35.26
FAITH ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,SOY,ELDORET NORTH,KIBULGENY,NANDI,,0.54,35.26
ELDO VALLEY BAPTIST PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,SOY,ELDORET NORTH,KIBULGENY,NANDI,,0.53,35.25
CHEBICHI ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,SOY,ELDORET NORTH,KIBULGENY,NANDI,,0.56,35.24
JIRE CHILDREN CENTRE PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,TURBO,ELDORET NORTH,KAPYEMIT,NANDI,,0.54,35.24
HIGHLAND EDUCATION CENTRE PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,SOY,ELDORET NORTH,KIBULGENY,NANDI,,0.56,35.24
NEEMA JUNIOR PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,TURBO,ELDORET NORTH,KIBULGENY,NANDI,,0.57,35.23
ST ALEX PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,TURBO,ELDORET NORTH,KAPYEMIT,NANDI,,0.54,35.23
NGERIA HILL ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,KESSES,ELDORET SOUTH,MEGUN,NANDI,,0.34,35.28
SOLID ROCK PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,TURBO,ELDORET NORTH,KAPYEMIT,NANDI,,0.57,35.24
DEMA ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,TURBO,ELDORET NORTH,KAPYEMIT,NANDI,,0.57,35.22
BABY SHINE PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,TURBO,ELDORET NORTH,KAPYEMIT,NANDI,,0.57,35.22
MAY JUNIOR PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,TURBO,ELDORET NORTH,KAPYEMIT,NANDI,,0.58,35.24
OMEGA ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,TURBO,ELDORET NORTH,KAPYEMIT,NANDI,,0.57,35.23
GUARDIAN ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,TURBO,ELDORET NORTH,KAPYEMIT,NANDI,,0.57,35.23
KINGONGO B PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,SOY,ELDORET NORTH,KIBULGENY,NANDI,,0.58,35.25
PILLAR PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,TURBO,ELDORET NORTH,KAPYEMIT,NANDI,,0.56,35.23
KALLYPET'S PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,SOY,ELDORET NORTH,KIBULGENY,NANDI,,0.57,35.24
SHOWERS CHILDREN PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,TURBO,ELDORET NORTH,KAPYEMIT,NANDI,,0.57,35.24
STAR ROCK ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,TURBO,ELDORET NORTH,KAPYEMIT,NANDI,,0.56,35.24
LUCKSTAR PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,TURBO,ELDORET NORTH,KAPYEMIT,NANDI,,0.57,35.23
SDA ASURURIET PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,KESSES,ELDORET SOUTH,TULWET,TRANS NZOIA,,0.28,35.31
SUNRISE ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,TURBO,ELDORET NORTH,KAPYEMIT,NANDI,,0.57,35.23
IMMACULATE HEART JUNIORATE PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,AINABKOI,ELDORET EAST,KAPSOYA,TRANS NZOIA,,0.53,35.29
ST MARY - ANNE ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,NAKURU,GILGIL,NAIVASHA,KIAMBOGO,KIAMBU,,-0.63,36.12
ELDO BARAKA PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,AINABKOI,ELDORET EAST,KAPSOYA,TRANS NZOIA,,0.52,35.3
SIRIKWA ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,KAPSARET,ELDORET SOUTH,PIONEER,UASIN GISHU,,0.51,35.28
ALPHA JUNIOR PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,AINABKOI,ELDORET EAST,KAPSOYA,TRANS NZOIA,,0.52,35.3
ELVIEW PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,KAPSARET,ELDORET SOUTH,PIONEER,UASIN GISHU,,0.51,35.28
BUSARA PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,KAPSARET,ELDORET SOUTH,PIONEER,UASIN GISHU,,0.51,35.27
BRIGHT STAR PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,AINABKOI,ELDORET EAST,KAPSOYA,TRANS NZOIA,,0.52,35.3
RAINBOW PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,KAPSARET,ELDORET SOUTH,PIONEER,UASIN GISHU,,0.51,35.27
PRECIOUS JEWELS PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,KAPSARET,ELDORET SOUTH,PIONEER,UASIN GISHU,,0.51,35.27
ST PETER AND PAUL ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,NAKURU,GILGIL,NAIVASHA,MITI MINGI,UASIN GISHU,,-0.57,36.11
SOS HERMANN GMEINER PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,AINABKOI,ELDORET EAST,KAPSOYA,TRANS NZOIA,,0.51,35.3
EMMANUEL COMPLEX PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,KAPSARET,ELDORET SOUTH,PIONEER,UASIN GISHU,,0.51,35.27
ST ANTHONY'S PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,AINABKOI,ELDORET EAST,KAPSOYA,TRANS NZOIA,,0.51,35.28
POTTERS HOUSE PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,KAPSARET,ELDORET SOUTH,PIONEER,UASIN GISHU,,0.51,35.27
LIONS PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,AINABKOI,ELDORET EAST,KAPSOYA,TRANS NZOIA,,0.51,35.29
BIREMO ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,AINABKOI,ELDORET EAST,KAPTAGAT,UASIN GISHU,,0.48,35.35
TOLOSIO ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,KESSES,ELDORET SOUTH,OL'LEINGUSE,UASIN GISHU,,0.17,35.41
HILL PRI ELDORET,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,KAPSARET,ELDORET SOUTH,PIONEER,UASIN GISHU,,0.5,35.27
LITTLE LAMBS PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,AINABKOI,ELDORET EAST,KAPSOYA,TRANS NZOIA,,0.51,35.29
KAHUNJA ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,NAKURU,GILGIL,NAIVASHA,KIAMBOGO,KIAMBU,,-0.57,36.13
SHAYONA PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,KAPSARET,ELDORET SOUTH,PIONEER,UASIN GISHU,,0.51,35.28
USHINDI PAG PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,KAPSARET,ELDORET SOUTH,PIONEER,UASIN GISHU,,0.49,35.27
TESTIMONY PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,KAPSARET,ELDORET SOUTH,PIONEER,UASIN GISHU,,0.5,35.28
ST TERESA PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,KAPSARET,ELDORET SOUTH,PIONEER,UASIN GISHU,,0.49,35.27
ELDORET PREPARATORY PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,KAPSARET,ELDORET SOUTH,PIONEER,UASIN GISHU,,0.5,35.28
KIBANJA ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,KESSES,ELDORET SOUTH,OL'LEINGUSE,UASIN GISHU,,0.18,35.39
SHIRLY CHILDREN CARE CENTRE PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,KAPSARET,ELDORET SOUTH,PIONEER,UASIN GISHU,,0.49,35.27
GREEN VAIL PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,KESSES,ELDORET SOUTH,KIPCHAMO,NANDI,,0.49,35.29
JOYLAND ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,NAKURU,GILGIL,NAIVASHA,KIAMBOGO,KIAMBU,,-0.55,36.15
IFC ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,KAPSARET,ELDORET SOUTH,PIONEER,UASIN GISHU,,0.49,35.27
BLOSSOM PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,KESSES,ELDORET SOUTH,KIPCHAMO,NANDI,,0.48,35.29
JUBILEE CATHOLIC PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,KAPSARET,ELDORET SOUTH,PIONEER,UASIN GISHU,,0.48,35.26
OUTSPAN PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,KESSES,ELDORET SOUTH,KIPCHAMO,NANDI,,0.45,35.31
MOKOCHORET JUNIOR PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,AINABKOI,ELDORET EAST,AINABKOI,UASIN GISHU,,0.49,35.42
WILLINE GLORY PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,KESSES,ELDORET SOUTH,KIPCHAMO,NANDI,,0.45,35.3
LIGHT HOUSE BAPTIST PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,KAPSARET,ELDORET SOUTH,PIONEER,UASIN GISHU,,0.47,35.26
LITTLE JOY PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,KESSES,ELDORET SOUTH,KIPCHAMO,NANDI,,0.46,35.3
ELDORET ACHIEVER'S PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,KAPSARET,ELDORET SOUTH,PIONEER,UASIN GISHU,,0.47,35.26
MISSIONARY CONERSTONE PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,AINABKOI,ELDORET EAST,KAPSOYA,TRANS NZOIA,,0.51,35.32
COMEN ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,KAPSARET,ELDORET SOUTH,PIONEER,UASIN GISHU,,0.48,35.26
BARAKA JUNIOR PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,KESSES,ELDORET SOUTH,KESSES,UASIN GISHU,,0.32,35.33
ST JOHN'S KAPSIRWO PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,AINABKOI,ELDORET EAST,KAPTAGAT,UASIN GISHU,,0.46,35.43
HARVEST VISION PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,KAPSARET,ELDORET SOUTH,PIONEER,UASIN GISHU,,0.48,35.26
JOYDAY ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,KESSES,ELDORET SOUTH,KESSES,UASIN GISHU,,0.31,35.33
AIC MALEL PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,KAPSARET,ELDORET SOUTH,PIONEER,UASIN GISHU,,0.47,35.26
HILLSIDE PREPARATORY PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,KESSES,ELDORET SOUTH,KESSES,UASIN GISHU,,0.3,35.32
GREEN PARK PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,KAPSARET,ELDORET SOUTH,PIONEER,UASIN GISHU,,0.47,35.26
ST MARY'S MASABA PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,KESSES,ELDORET SOUTH,KESSES,UASIN GISHU,,0.24,35.35
EDMA PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,KAPSARET,ELDORET SOUTH,PIONEER,UASIN GISHU,,0.47,35.25
HIGHLANDS ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,AINABKOI,ELDORET EAST,KAPSOYA,TRANS NZOIA,,0.52,35.29
PLANET ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,KAPSARET,ELDORET SOUTH,PIONEER,UASIN GISHU,,0.47,35.25
MARY IMMACULATE PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,AINABKOI,ELDORET EAST,KAPTAGAT,UASIN GISHU,,0.44,35.46
ROCK MIRROR PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,KAPSARET,ELDORET SOUTH,PIONEER,UASIN GISHU,,0.48,35.25
AIC CHILDRENS HOME PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,KESSES,ELDORET SOUTH,TULWET,TRANS NZOIA,,0.28,35.36
ST FRANCIS PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,KAPSARET,ELDORET SOUTH,PIONEER,UASIN GISHU,,0.48,35.25
TRANSITION PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,KAPSARET,ELDORET SOUTH,PIONEER,UASIN GISHU,,0.48,35.25
ST TERESA B PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,KAPSARET,ELDORET SOUTH,PIONEER,UASIN GISHU,,0.48,35.25
EMAUS PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,KAPSARET,ELDORET SOUTH,PIONEER,UASIN GISHU,,0.48,35.25
KAGONGO VICTORY PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,KESSES,ELDORET SOUTH,TARAKWA,UASIN GISHU,,0.21,35.41
ROCMA PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,AINABKOI,ELDORET EAST,PLATEAU,UASIN GISHU,,0.37,35.47
ST GRACE ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,KAPSARET,ELDORET SOUTH,PIONEER,UASIN GISHU,,0.48,35.26
SUNSHINE PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,KAPSARET,ELDORET SOUTH,PIONEER,UASIN GISHU,,0.48,35.26
ST JOHN PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,KAPSARET,ELDORET SOUTH,PIONEER,UASIN GISHU,,0.48,35.26
THE REAL SCHOOL KAPTAGAT PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,AINABKOI,ELDORET EAST,CHEPKERO,UASIN GISHU,,0.39,35.46
GOOD SHEPHERD PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,KAPSARET,ELDORET SOUTH,PIONEER,UASIN GISHU,,0.49,35.26
JOY HILL PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,KAPSARET,ELDORET SOUTH,PIONEER,UASIN GISHU,,0.49,35.26
ST MARY'S CATHOLIC PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,KESSES,ELDORET SOUTH,TIMBOROA,UASIN GISHU,,0.11,35.5
ELDORET ROHI PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,KAPSARET,ELDORET SOUTH,PIONEER,UASIN GISHU,,0.49,35.26
MAXIMUM MIRACLE PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,KAPSARET,ELDORET SOUTH,PIONEER,UASIN GISHU,,0.49,35.26
HOPKINS PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,KAPSARET,ELDORET SOUTH,PIONEER,UASIN GISHU,,0.49,35.26
ELFEMA ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,KAPSARET,ELDORET SOUTH,PIONEER,UASIN GISHU,,0.49,35.26
LANGAS BAPTIST PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,KAPSARET,ELDORET SOUTH,PIONEER,UASIN GISHU,,0.49,35.26
SUGUTA CONSOLATA PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,SAMBURU,LORROKI,SAMBURU WEST,SUGUTA MARMAR,BARINGO,,0.83,36.69
ACK CALIMO EDUCATION CENTRE PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,AINABKOI,ELDORET EAST,KAPTAGAT,UASIN GISHU,,0.45,35.43
HILLSIDE KAYANET PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,AINABKOI,ELDORET EAST,KIPSINENDE,TRANS-NZOIA,,0.44,35.43
TALAI ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,AINABKOI,ELDORET EAST,KIPSINENDE,TRANS-NZOIA,,0.45,35.41
LEACHILIMO PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,TEMBELIO,TRANS-NZOIA,,0.53,35.44
ST MONICA ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,KOITOROR,NANDI,,0.54,35.4
ST MAGDALINE ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,KOITOROR,NANDI,,0.56,35.38
LIGHT JUNIOR ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,MEIBEKI,NANDI,,0.83,35.43
ROYAL KIDS ACA PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,BOMET,BOMET CENTRAL,BOMET,SINGORWET,NANDI,,-0.7,35.36
BROOK OF ESH'COL ACA PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,BOMET,BOMET CENTRAL,BOMET,NDAREWETA,NANDI,,-0.7,35.36
ST VINCENT DEPAUL PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,MEIBEKI,NANDI,,0.91,35.41
SHINERS EDUCATIONAL CENTRE PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,MEIBEKI,NANDI,,0.89,35.38
JUNIOR AMBASSADORS ACA PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,BOMET,BOMET CENTRAL,BOMET,NDAREWETA,NANDI,,-0.69,35.38
AIC UPENDO PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,MEIBEKI,NANDI,,0.89,35.36
ST PETER'S MOGOIYWET PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,MEIBEKI,NANDI,,0.88,35.36
THE SOLID ROCK PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,MOIBEN,UASIN GISHU,,0.84,35.38
THE CONQUERORS PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,MOIBEN,UASIN GISHU,,0.84,35.41
AIC MOIBEN PREPARATORY PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,MOIBEN,UASIN GISHU,,0.82,35.39
EMKWEN BOR ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,BOMET,BOMET CENTRAL,BOMET,NDAREWETA,NANDI,,-0.65,35.35
OUR LADY OF FATIMA PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,MOIBEN,UASIN GISHU,,0.83,35.38
PARK ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,MOIBEN,UASIN GISHU,,0.8,35.41
KIPKOI JUNIOR ACA. PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,BOMET,BOMET CENTRAL,BOMET,SINGORWET,NANDI,,-0.72,35.33
ST.JOHN'S ACA.BALEK PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,BOMET,BOMET CENTRAL,BOMET,SINGORWET,NANDI,,-0.72,35.31
MULWO ACA. PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,BOMET,BOMET CENTRAL,BOMET,SINGORWET,NANDI,,-0.73,35.3
SAMOEI EDUCATIONAL CENTRE PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,SERGOIT,UASIN GISHU,,0.69,35.39
WILKO ACA. PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,BOMET,BOMET CENTRAL,BOMET,SINGORWET,NANDI,,-0.73,35.3
BISHOP MUGE PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,SERGOIT,UASIN GISHU,,0.62,35.36
BALEK CHRISTIAN PRY SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,BOMET,BOMET CENTRAL,BOMET,SINGORWET,NANDI,,-0.71,35.3
NEW VISION PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,SERGOIT,UASIN GISHU,,0.65,35.34
ST PATRICK'S CATHOLIC PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,AINABKOI,ELDORET EAST,OLARE,NAROK,,0.22,35.43
KAMINJEIWET CHRISTIAN PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,BOMET,BOMET CENTRAL,BOMET,SINGORWET,NANDI,,-0.72,35.33
ARISE AND SHINE CHEPSAITA PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,TURBO,ELDORET NORTH,NGENYILEL,UASIN GISHU,,0.57,34.9
KUINET JUNIOR PRI SCH,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,SOY,ELDORET NORTH,KIPLOMBE,BOMET,,0.61,35.31
KAPSURUM ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,AINABKOI,ELDORET EAST,OLARE,NAROK,,0.23,35.47
SHEPHERD'S  ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,UASIN GISHU,SOY,ELDORET NORTH,SEGERA,SAMBURU,,0.89,35.24
